DrawNumber,Ball1,Ball2,Ball3,Ball4,Ball5,MegaBall
984,13,33,40,44,46,8
985,13,31,49,52,56,41
986,27,31,39,40,46,36
987,26,30,32,33,44,1
988,5,31,45,47,54,4
989,2,16,22,29,50,27
990,3,6,24,30,33,21
991,4,13,33,39,55,3
992,4,16,23,33,48,38
993,22,28,42,49,54,43
994,17,29,43,48,52,36
995,24,30,48,51,56,45
996,7,21,29,35,49,39
997,4,12,29,49,51,44
998,5,6,22,26,41,6
999,2,4,26,36,39,27
1000,20,24,27,45,51,31
1001,3,5,8,18,29,14
1002,23,32,33,39,43,8
1003,4,24,45,46,52,1
1004,2,3,15,22,36,23
1005,9,17,28,34,48,46
1006,4,10,16,38,48,34
1007,10,27,28,37,51,19
1008,3,15,31,36,53,27
1009,1,9,28,38,47,8
1010,10,22,24,36,49,33
1011,3,5,30,36,48,23
1012,9,17,18,28,43,9
1013,7,19,21,49,53,35
1014,17,23,30,37,45,4
1015,3,4,18,29,50,20
1016,3,5,10,26,27,27
1017,16,25,28,32,40,3
1018,9,30,39,42,47,37
1019,1,16,18,25,27,3
1020,6,15,29,39,51,36
1021,16,29,48,52,54,5
1022,20,24,31,33,36,44
1023,9,10,27,36,42,11
1024,2,8,30,36,48,31
1025,28,29,43,51,53,7
1026,1,4,6,11,14,30
1027,6,17,19,20,21,20
1028,9,19,34,44,51,24
1029,2,4,23,38,46,23
1030,11,35,38,41,52,40
1031,2,19,20,24,33,39
1032,2,6,12,31,48,25
1033,9,14,17,36,42,33
1034,1,16,24,32,48,2
1035,14,23,26,33,35,40
1036,3,9,15,37,38,39
1037,2,5,45,46,47,37
1038,24,27,31,45,52,38
1039,4,11,21,42,53,38
1040,2,6,8,18,51,19
1041,3,15,29,35,54,8
1042,10,11,12,14,24,6
1043,3,11,22,34,49,1
1044,10,14,35,43,52,16
1045,9,15,21,40,54,11
1046,2,14,29,53,55,31
1047,2,27,38,46,52,45
1048,37,39,42,53,55,22
1049,4,9,34,40,48,25
1050,2,9,17,34,50,45
1051,8,12,18,30,40,4
1052,11,21,27,30,53,11
1053,10,16,19,32,36,13
1054,3,16,23,35,36,20
1055,28,34,39,45,53,34
1056,3,4,24,36,52,45
1057,20,23,28,35,39,21
1058,3,11,19,23,36,21
1059,6,7,13,24,46,34
1060,1,13,21,49,55,17
1061,2,44,48,50,52,3
1062,5,9,38,46,51,5
1063,2,3,4,8,43,26
1064,5,18,21,29,41,37
1065,2,10,13,38,46,2
1066,30,32,33,42,48,7
1067,10,18,36,38,44,8
1068,15,23,34,39,55,32
1069,8,20,24,35,56,24
1070,5,13,20,23,33,30
1071,25,34,45,46,49,34
1072,4,9,40,45,50,39
1073,31,40,41,47,48,45
1074,16,32,39,41,53,16
1075,15,32,38,42,46,31
1076,5,11,20,33,36,11
1077,16,17,21,40,51,20
1078,5,9,22,36,49,36
1079,3,13,14,46,55,34
1080,7,8,23,50,51,26
1081,6,8,14,43,56,28
1082,10,11,20,42,55,9
1083,8,9,16,32,39,15
1084,6,15,16,22,37,3
1085,6,10,24,26,42,15
1086,13,37,40,46,52,29
1087,14,34,36,48,53,42
1088,1,17,42,46,55,1
1089,4,15,24,36,40,44
1090,5,12,18,29,56,38
1091,4,18,22,38,44,24
1092,3,5,13,32,35,6
1093,18,22,33,35,40,11
1094,6,12,31,46,56,34
1095,5,24,26,29,53,36
1096,9,13,22,38,52,44
1097,8,37,44,47,48,27
1098,5,12,26,42,49,24
1099,11,22,24,28,31,46
1100,3,19,24,32,43,44
1101,7,43,44,51,56,4
1102,39,44,51,52,54,13
1103,11,28,33,41,43,41
1104,1,6,7,18,29,16
1105,3,18,32,41,56,19
1106,2,3,18,34,48,36
1107,10,13,32,40,41,32
1108,4,11,21,25,44,29
1109,1,2,23,25,55,39
1110,3,20,21,38,42,19
1111,24,29,30,34,56,1
1112,1,6,12,19,41,14
1113,8,18,25,42,49,14
1114,7,11,16,39,54,13
1115,11,12,17,31,48,1
1116,8,12,27,46,47,6
1117,1,30,32,40,41,17
1118,2,5,10,26,44,46
1119,6,15,20,39,50,5
1120,9,22,32,38,55,44
1121,11,35,41,42,44,42
1122,1,15,19,30,56,28
1123,9,13,24,38,49,30
1124,6,7,13,15,43,7
1125,17,30,38,43,51,20
1126,6,20,39,41,46,42
1127,4,11,25,34,35,44
1128,9,12,19,20,30,39
1129,4,8,17,22,32,8
1130,3,6,14,21,37,35
1131,14,27,34,37,41,38
1132,20,33,46,49,51,46
1133,25,31,36,46,53,21
1134,7,10,14,40,47,34
1135,8,15,23,36,41,5
1136,17,30,41,48,54,13
1137,1,10,13,19,21,28
1138,2,5,15,18,39,42
1139,6,8,12,22,43,28
1140,9,21,22,32,50,10
1141,17,42,49,54,55,31
1142,21,30,34,39,49,43
1143,2,20,34,42,54,39
1144,1,6,13,20,51,31
1145,1,19,20,39,49,28
1146,6,10,12,28,32,38
1147,11,15,35,43,49,41
1148,2,15,17,48,55,11
1149,4,5,16,18,53,28
1150,4,12,25,32,54,36
1151,2,20,26,44,46,26
1152,10,11,12,20,55,19
1153,1,10,37,48,55,21
1154,15,40,45,50,53,28
1155,2,5,31,33,34,20
1156,6,17,34,40,48,30
1157,3,14,17,40,50,3
1158,3,5,28,33,51,16
1159,8,15,35,46,52,38
1160,36,42,51,52,53,40
1161,2,23,41,47,54,42
1162,3,21,43,45,48,14
1163,4,5,25,27,51,10
1164,10,14,21,40,53,20
1165,16,20,24,39,42,46
1166,25,32,35,50,51,46
1167,4,22,23,27,38,42
1168,25,27,36,42,44,39
1169,8,21,23,25,39,4
1170,1,11,16,51,55,41
1171,11,20,30,34,38,12
1172,2,31,32,37,41,40
1173,7,13,26,36,46,37
1174,13,28,35,38,41,33
1175,1,9,17,20,53,14
1176,4,7,30,36,38,38
1177,6,19,24,43,44,33
1178,4,13,14,28,41,28
1179,2,16,17,22,41,31
1180,2,12,18,54,56,1
1181,9,22,28,48,54,8
1182,6,15,27,31,39,25
1183,1,15,20,21,47,34
1184,4,11,32,39,40,33
1185,9,23,27,49,51,38
1186,7,10,30,37,53,1
1187,4,16,24,25,44,5
1188,6,15,19,23,40,5
1189,3,27,37,45,48,46
1190,4,23,30,43,50,11
1191,2,3,19,52,71,14
1192,6,16,45,54,60,15
1193,20,33,50,53,54,7
1194,32,35,49,62,67,1
1195,2,11,42,64,74,2
1196,41,42,51,57,65,7
1197,20,30,32,42,71,15
1198,25,44,49,54,63,8
1199,14,15,29,49,63,2
1200,17,23,35,36,44,8
1201,27,44,59,74,75,3
1202,9,41,43,47,57,5
1203,7,12,41,44,59,3
1204,11,29,44,63,64,3
1205,5,12,22,41,65,13
1206,19,24,26,27,70,12
1207,8,14,17,20,39,7
1208,3,4,31,49,57,6
1209,23,34,53,58,73,2
1210,4,15,35,48,49,11
1211,8,12,34,52,58,8
1212,22,24,25,40,70,5
1213,13,34,56,62,64,6
1214,8,28,36,37,57,8
1215,4,23,26,62,69,13
1216,1,10,26,31,51,11
1217,8,23,33,45,52,4
1218,22,45,46,47,65,10
1219,7,16,28,53,60,2
1220,3,9,13,47,52,8
1221,25,44,49,60,73,9
1222,11,21,23,35,64,10
1223,43,64,67,71,73,4
1224,20,28,35,71,72,7
1225,23,29,31,37,70,14
1226,23,29,32,45,46,15
1227,12,18,25,35,66,15
1228,3,31,50,58,59,6
1229,10,29,31,35,45,10
1230,11,13,51,57,69,1
1231,9,14,56,57,69,10
1232,7,20,40,54,69,12
1233,11,19,24,33,51,7
1234,2,23,30,35,53,10
1235,19,26,51,57,73,15
1236,2,3,9,50,73,12
1237,10,23,68,74,75,9
1238,1,10,15,41,54,9
1239,35,36,41,60,71,3
1240,3,42,44,47,57,8
1241,4,39,46,47,70,13
1242,18,25,38,45,63,9
1243,2,18,19,49,50,1
1244,3,11,18,20,66,9
1245,7,43,59,61,66,3
1246,1,18,26,35,40,13
1247,18,20,27,48,51,5
1248,10,28,39,51,59,14
1249,37,46,48,70,74,1
1250,13,14,16,50,56,11
1251,10,40,63,64,69,7
1252,12,14,21,38,70,15
1253,1,6,10,46,58,13
1254,10,13,42,43,62,2
1255,19,28,62,66,74,6
1256,12,29,37,49,72,9
1257,2,10,24,26,74,7
1258,7,38,46,49,56,1
1259,10,14,24,47,60,3
1260,1,22,25,29,56,3
1261,13,17,24,47,65,10
1262,15,29,31,46,64,10
1263,9,22,38,47,49,15
1264,16,33,39,58,69,2
1265,14,25,27,48,49,9
1266,9,13,30,35,69,10
1267,2,4,17,36,40,5
1268,5,8,59,65,72,3
1269,14,18,22,31,47,15
1270,22,29,33,41,68,12
1271,2,8,16,43,74,1
1272,13,29,34,37,72,6
1273,25,28,36,45,53,6
1274,9,16,61,70,75,7
1275,32,53,60,63,68,6
1276,16,19,28,29,68,9
1277,22,39,56,67,71,15
1278,5,31,34,41,74,3
1279,29,31,51,60,64,1
1280,3,26,45,58,73,12
1281,1,8,54,69,72,1
1282,7,12,20,24,59,7
1283,25,34,55,70,71,1
1284,18,28,33,36,42,7
1285,25,45,51,53,73,2
1286,16,25,27,29,34,2
1287,21,24,25,40,43,12
1288,17,26,35,46,62,9
1289,3,16,52,54,61,6
1290,3,20,34,58,67,6
1291,16,29,46,48,55,2
1292,2,32,35,50,59,3
1293,11,37,46,64,68,15
1294,21,31,43,56,60,12
1295,5,35,37,41,66,11
1296,2,14,21,28,55,3
1297,3,50,57,58,60,11
1298,11,29,36,58,67,15
1299,9,15,24,39,41,1
1300,31,35,41,65,66,5
1301,23,25,28,30,75,11
1302,3,49,61,62,68,15
1303,37,39,53,68,75,6
1304,3,12,35,37,63,15
1305,10,11,29,47,56,4
1306,8,26,29,36,47,10
1307,13,18,22,49,62,11
1308,4,5,11,51,59,5
1309,27,45,49,51,52,14
1310,2,31,46,58,65,7
1311,41,58,68,72,73,1
1312,14,18,58,59,68,4
1313,4,10,31,56,66,7
1314,2,5,10,20,38,14
1315,3,7,44,63,67,12
1316,13,15,35,62,74,12
1317,12,20,27,38,75,4
1318,37,49,50,56,57,8
1319,12,20,25,50,51,7
1320,26,32,44,45,58,11
1321,31,35,56,59,63,6
1322,14,15,32,68,72,8
1323,5,26,27,44,57,7
1324,18,31,39,45,55,6
1325,11,22,25,58,69,13
1326,5,6,17,33,68,13
1327,7,42,53,58,71,15
1328,4,20,44,65,74,14
1329,6,45,50,65,66,1
1330,2,6,8,52,66,13
1331,15,23,26,45,66,4
1332,7,49,53,60,64,4
1333,9,11,42,44,50,3
1334,30,48,55,68,73,5
1335,10,14,19,30,73,14
1336,8,22,30,42,45,3
1337,11,27,44,45,58,3
1338,7,50,54,61,75,7
1339,2,23,32,45,55,12
1340,17,21,36,58,70,3
1341,8,26,41,61,73,11
1342,10,36,47,63,74,2
1343,5,15,22,26,64,6
1344,6,11,32,46,68,9
1345,3,7,25,68,71,3
1346,15,18,29,41,50,5
1347,31,33,35,41,69,11
1348,24,25,29,47,67,4
1349,22,27,55,58,63,11
1350,17,18,61,66,74,3
1351,11,21,42,62,71,7
1352,9,21,25,66,72,7
1353,14,30,33,36,44,2
1354,11,17,21,36,74,15
1355,10,12,21,29,65,10
1356,3,14,15,25,48,8
1357,1,39,52,69,72,12
1358,20,27,38,49,66,2
1359,2,9,11,22,23,12
1360,7,22,27,41,49,10
1361,6,16,17,25,36,7
1362,1,40,42,56,62,2
1363,8,19,26,56,67,14
1364,4,35,36,52,68,8
1365,6,13,38,56,70,2
1366,12,23,33,47,50,3
1367,11,17,34,43,50,15
1368,33,50,64,71,72,9
1369,6,15,16,28,49,14
1370,24,27,45,51,54,8
1371,19,24,30,35,72,5
1372,6,17,30,31,41,15
1373,20,30,62,65,74,1
1374,10,12,26,60,62,13
1375,8,35,61,68,75,15
1376,28,32,33,40,46,10
1377,2,19,44,51,57,14
1378,1,38,53,63,66,10
1379,3,8,29,57,68,8
1380,12,15,20,52,71,3
1381,2,7,33,39,53,9
1382,13,15,21,41,72,1
1383,5,44,54,59,63,1
1384,13,35,40,60,68,9
1385,2,5,35,40,54,13
1386,17,21,39,52,57,5
1387,19,20,36,41,46,7
1388,5,11,31,50,67,14
1389,7,20,35,49,56,9
1390,17,34,35,51,65,7
1391,28,30,38,45,51,8
1392,3,8,38,51,64,4
1393,8,21,30,61,62,9
1394,4,14,29,31,47,9
1395,17,58,63,64,66,13
1396,8,9,21,63,75,14
1397,7,9,24,38,52,1
1398,2,38,48,61,68,4
1399,6,25,35,38,52,4
1400,25,32,37,45,70,1
1401,9,26,27,29,74,4
1402,17,41,51,53,56,15
1403,16,29,44,69,74,12
1404,10,31,35,50,72,8
1405,8,17,20,45,71,4
1406,17,18,31,35,59,9
1407,12,14,18,24,61,10
1408,9,12,29,37,67,15
1409,2,19,30,38,70,8
1410,16,20,39,56,59,12
1411,5,7,25,50,59,12
1412,26,42,47,61,73,6
1413,7,17,37,49,73,15
1414,14,20,43,54,69,5
1415,18,25,47,51,61,5
1416,6,23,24,28,62,7
1417,11,21,40,50,70,15
1418,15,25,29,44,51,4
1419,20,25,55,62,74,7
1420,7,18,37,38,39,9
1421,1,4,36,48,57,13
1422,11,39,51,57,75,2
1423,15,27,29,31,48,15
1424,29,41,53,54,70,12
1425,2,17,31,39,47,9
1426,21,25,40,46,56,3
1427,14,27,39,50,69,2
1428,20,28,49,51,52,6
1429,7,13,25,51,70,9
1430,4,6,23,55,75,2
1431,3,42,46,56,71,13
1432,1,7,44,68,73,1
1433,9,31,33,46,64,4
1434,2,27,41,50,75,4
1435,16,32,39,53,57,10
1436,3,15,19,62,74,14
1437,1,29,33,34,55,6
1438,21,26,33,48,73,14
1439,27,37,54,66,69,5
1440,14,18,48,54,71,13
1441,18,26,30,44,68,7
1442,5,8,57,59,73,13
1443,6,19,34,38,70,5
1444,4,11,12,35,46,12
1445,33,38,40,46,49,15
1446,25,28,33,41,69,6
1447,13,45,52,53,57,10
1448,31,38,52,65,71,15
1449,7,11,59,62,63,3
1450,9,10,34,37,73,9
1451,9,28,40,57,65,2
1452,2,19,21,42,60,13
1453,14,16,17,28,48,2
1454,5,6,37,55,74,10
1455,28,29,33,36,45,15
1456,14,26,27,32,36,7
1457,12,22,46,56,74,4
1458,20,21,38,54,66,7
1459,17,24,27,48,75,6
1460,19,24,26,40,68,8
1461,11,50,51,70,75,15
1462,18,41,50,68,70,9
1463,9,31,34,41,49,8
1464,32,54,65,66,71,10
1465,25,48,51,65,72,4
1466,34,61,66,67,68,7
1467,36,37,38,52,62,6
1468,20,23,30,44,59,9
1469,6,13,21,49,50,10
1470,11,14,54,57,63,11
1471,15,17,20,35,55,7
1472,20,41,42,45,49,14
1473,29,46,53,64,73,10
1474,8,19,20,55,73,5
1475,6,8,22,46,68,4
1476,16,51,52,56,58,4
1477,3,34,54,65,66,4
1478,8,24,25,26,30,7
1479,1,4,31,36,54,9
1480,11,16,19,31,48,4
1481,3,12,36,54,70,12
1482,5,18,28,54,74,6
1483,12,19,20,44,66,1
1484,4,41,44,56,69,10
1485,2,43,52,62,63,6
1486,22,37,45,65,73,13
1487,2,7,46,61,66,1
1488,10,11,31,41,44,14
1489,28,32,41,51,71,11
1490,22,28,41,46,60,3
1491,25,37,58,69,75,8
1492,1,34,43,44,63,11
1493,6,15,17,39,56,15
1494,13,21,28,34,40,15
1495,2,22,34,62,72,2
1496,1,5,8,25,62,14
1497,14,16,26,53,72,4
1498,21,30,47,50,57,9
1499,18,29,30,54,66,1
1500,24,37,42,50,65,14
1501,36,39,42,45,48,3
1502,7,27,60,64,74,5
1503,7,24,28,65,74,1
1504,12,43,44,48,66,3
1505,8,9,24,49,67,13
1506,7,38,46,57,66,2
1507,19,24,31,39,45,13
1508,10,29,32,44,46,10
1509,46,48,53,61,74,12
1510,16,40,47,53,59,11
1511,9,17,23,57,71,6
1512,31,32,49,55,58,15
1513,1,43,45,66,69,7
1514,44,47,49,69,75,10
1515,22,33,49,51,59,8
1516,3,33,35,49,51,1
1517,13,34,48,53,63,12
1518,19,27,47,67,68,1
1519,2,15,26,34,41,14
1520,1,8,15,36,43,6
1521,1,12,14,48,65,2
1522,21,30,39,60,69,15
1523,2,28,30,38,39,11
1524,6,21,33,39,43,2
1525,14,16,23,49,53,12
1526,6,10,44,47,54,6
1527,11,20,40,41,59,15
1528,10,44,58,74,75,11
1529,20,31,54,56,59,3
1530,7,9,24,41,53,14
1531,8,42,54,63,67,11
1532,17,37,53,54,61,8
1533,3,14,27,62,72,4
1534,3,6,29,30,64,3
1535,23,28,37,56,71,12
1536,32,39,51,62,75,14
1537,7,11,33,60,68,15
1538,4,56,58,67,75,8
1539,9,21,30,32,75,9
1540,12,29,33,42,68,14
1541,20,33,45,58,69,4
1542,14,26,39,48,51,9
1543,3,30,45,53,68,11
1544,26,38,42,58,70,5
1545,16,23,28,33,59,13
1546,11,27,31,58,60,10
1547,4,45,53,73,75,7
1548,5,28,37,61,69,1
1549,30,33,35,37,46,10
1550,17,24,27,32,58,10
1551,13,24,34,35,55,9
1552,30,33,43,47,69,15
1553,19,34,35,38,49,8
1554,5,10,55,60,73,12
1555,8,29,30,43,64,6
1556,1,12,13,32,34,10
1557,3,13,33,40,50,2
1558,6,13,18,20,31,13
1559,5,14,42,43,58,1
1560,4,23,33,47,53,7
1561,6,29,45,69,73,11
1562,28,34,41,42,47,13
1563,4,35,39,56,72,11
1564,1,4,5,24,30,1
1565,6,13,17,33,60,14
1566,25,26,28,37,56,5
1567,5,20,32,37,67,5
1568,7,42,57,69,72,10
1569,3,5,16,49,75,5
1570,3,16,28,33,37,9
1571,27,51,62,68,75,8
1572,18,22,26,30,44,9
1573,2,15,41,49,63,3
1574,12,20,53,66,74,11
1575,4,21,45,52,57,14
1576,10,38,51,55,64,6
1577,16,39,47,53,71,15
1578,2,9,11,28,60,10
1579,7,18,24,55,74,10
1580,11,12,24,32,73,1
1581,8,12,23,51,73,6
1582,18,31,36,50,74,10
1583,2,5,26,58,60,6
1584,4,6,31,49,52,11
1585,20,22,52,57,73,7
1586,9,17,25,63,71,4
1587,11,17,50,52,74,14
1588,23,33,53,56,58,6
1589,7,16,20,66,73,7
1590,1,31,34,40,75,6
1591,24,35,46,50,51,7
1592,17,38,42,51,65,11
1593,2,13,17,35,73,3
1594,4,13,31,50,64,12
1595,11,17,59,70,72,1
1596,4,5,14,26,73,14
1597,26,37,41,54,65,3
1598,18,24,34,38,58,3
1599,9,28,31,50,61,10
1600,5,39,54,63,66,15
1601,1,10,57,66,75,4
1602,25,51,62,73,74,7
1603,12,18,19,25,67,7
1604,21,33,36,45,56,12
1605,7,16,24,61,62,2
1606,2,7,18,26,31,12
1607,31,45,49,56,70,11
1608,6,23,63,66,73,9
1609,20,24,34,56,64,6
1610,17,27,41,51,52,13
1611,6,28,31,52,53,12
1612,10,22,42,61,69,3
1613,1,54,60,68,69,11
1614,6,23,38,42,58,24
1615,1,14,21,22,28,19
1616,3,26,55,58,70,15
1617,3,7,22,27,50,3
1618,16,36,54,61,64,22
1619,10,17,47,51,61,5
1620,16,22,40,41,59,8
1621,14,15,37,42,67,22
1622,6,37,46,60,70,24
1623,8,23,24,25,27,9
1624,4,12,36,44,57,19
1625,28,37,39,42,58,2
1626,1,20,30,33,42,16
1627,10,12,20,38,41,25
1628,4,10,18,28,62,7
1629,1,42,47,64,70,22
1630,28,30,39,59,70,10
1631,16,29,31,65,67,23
1632,17,18,33,46,60,24
1633,3,11,23,29,59,18
1634,3,17,23,49,66,23
1635,2,6,30,31,55,7
1636,10,16,27,38,43,1
1637,29,41,42,49,57,24
1638,1,4,14,17,40,4
1639,14,17,25,48,58,25
1640,28,34,41,46,47,14
1641,5,12,15,46,49,1
1642,14,38,48,53,58,16
1643,17,19,23,24,43,14
1644,7,11,13,19,58,9
1645,10,17,21,38,43,23
1646,24,28,42,60,64,8
1647,1,4,26,35,39,22
1648,7,17,18,46,66,22
1649,6,30,58,60,61,17
1650,1,13,26,33,52,11
1651,14,38,51,64,70,9
1652,4,8,23,53,59,17
1653,7,25,43,56,59,13
1654,11,28,31,46,59,1
1655,4,29,39,42,62,14
1656,16,33,51,54,67,20
1657,5,13,31,43,53,20
1658,8,9,32,42,59,10
1659,12,34,44,47,65,22
1660,1,15,18,32,45,4
1661,3,19,31,32,48,10
1662,2,29,38,63,66,11
1663,2,7,20,55,70,1
1664,4,5,10,12,18,21
1665,8,15,39,64,67,13
1666,14,38,40,53,70,22
1667,21,34,44,49,61,21
1668,9,26,53,64,66,11
1669,16,17,21,36,48,9
1670,11,14,51,64,68,25
1671,2,11,55,58,67,2
1672,5,24,52,62,66,17
1673,22,33,41,48,52,4
1674,14,30,33,44,56,13
1675,1,3,5,8,70,3
1676,1,11,37,47,51,6
1677,11,13,28,65,70,14
1678,2,6,11,27,44,20
1679,17,25,29,39,60,19
1680,2,32,47,49,68,23
1681,13,35,45,49,68,23
1682,2,10,46,50,56,16
1683,1,17,28,56,70,14
1684,21,22,39,59,68,2
1685,40,41,61,66,67,12
1686,1,14,30,44,62,1
1687,1,2,4,19,29,20
1688,1,32,40,49,63,20
1689,12,15,35,64,69,9
1690,9,28,30,54,60,2
1691,2,13,15,21,62,2
1692,1,3,12,22,42,6
1693,11,26,44,45,46,11
1694,1,31,32,47,56,3
1695,14,16,19,38,57,11
1696,1,6,13,18,49,8
1697,3,20,33,34,41,20
1698,7,18,29,32,45,17
1699,2,7,25,35,44,3
1700,8,10,41,54,68,10
1701,15,30,51,62,67,19
1702,23,30,40,43,66,13
1703,31,32,43,63,68,17
1704,1,2,11,52,64,9
1705,8,16,32,48,61,12
1706,39,45,52,56,59,15
1707,2,22,29,31,34,1
1708,27,28,32,41,69,12
1709,20,22,39,54,60,18
1710,4,24,46,61,70,7
1711,3,45,49,61,69,9
1712,15,23,53,65,70,7
1713,5,28,62,65,70,5
1714,1,28,61,62,63,5
1715,20,31,39,46,49,23
1716,3,23,28,46,62,16
1717,28,34,37,56,69,12
1718,8,14,27,57,67,5
1719,34,46,57,65,69,11
1720,33,36,63,68,69,16
1721,10,16,31,42,66,10
1722,7,10,30,33,59,23
1723,12,24,37,42,57,18
1724,25,28,40,43,63,19
1725,28,31,41,42,50,4
1726,4,10,20,33,57,13
1727,4,38,39,54,59,12
1728,5,22,26,43,49,23
1729,13,22,32,60,69,9
1730,10,13,61,62,70,5
1731,2,8,42,43,50,6
1732,9,10,25,37,38,21
1733,34,44,57,62,70,14
1734,21,29,35,54,60,15
1735,13,26,29,38,64,5
1736,4,5,31,62,69,20
1737,29,52,58,60,62,7
1738,2,43,48,62,64,24
1739,4,15,37,59,64,16
1740,8,16,30,38,61,10
1741,10,33,53,54,62,22
1742,2,37,48,66,68,11
1743,3,34,36,59,66,7
1744,14,24,31,42,48,13
1745,15,32,39,50,65,7
1746,10,38,40,43,65,12
1747,17,24,34,56,65,3
1748,18,24,31,34,55,4
1749,10,12,14,24,60,20
1750,29,33,39,60,66,21
1751,15,20,32,37,52,6
1752,4,9,42,62,68,7
1753,10,12,16,49,57,18
1754,3,29,56,62,64,4
1755,10,42,53,67,68,15
1756,7,36,58,60,62,10
1757,4,14,22,43,58,9
1758,5,14,15,62,66,3
1759,33,47,58,59,64,25
1760,8,22,24,38,64,21
1761,11,22,34,44,58,9
1762,1,24,25,40,70,4
1763,11,29,34,48,54,10
1764,18,25,43,44,57,25
1765,7,24,30,48,67,9
1766,9,17,23,30,46,10
1767,24,37,41,61,70,20
1768,8,16,22,66,68,11
1769,3,6,34,54,63,19
1770,3,16,21,61,62,19
1771,11,59,66,67,68,18
1772,5,17,28,32,63,11
1773,10,50,55,56,58,15
1774,14,41,44,56,62,10
1775,9,21,34,42,50,21
1776,7,8,26,65,67,4
1777,25,37,46,48,68,25
1778,17,19,27,40,68,2
1779,20,34,39,43,57,13
1780,19,40,47,57,65,6
1781,12,14,22,24,48,21
1782,13,30,36,48,62,18
1783,24,33,45,47,61,17
1784,2,35,49,53,63,1
1785,3,25,37,40,55,13
1786,6,38,47,57,63,12
1787,12,26,40,48,64,1
1788,8,25,38,56,59,7
1789,8,16,31,48,52,23
1790,16,18,28,33,67,14
1791,1,4,23,40,45,11
1792,4,6,11,43,48,11
1793,10,24,28,33,38,6
1794,11,20,26,48,70,19
1795,11,17,31,43,55,16
1796,15,53,56,59,63,1
1797,7,27,31,34,51,5
1798,4,14,24,26,46,14
1799,8,14,25,51,63,4
1800,11,15,37,54,68,21
1801,8,12,23,39,43,6
1802,3,9,11,34,39,10
1803,13,20,27,61,62,5
1804,4,11,13,19,31,10
1805,34,47,48,50,55,24
1806,6,16,37,59,62,5
1807,12,15,30,50,65,1
1808,23,24,42,48,53,22
1809,6,14,24,42,46,9
1810,12,20,31,43,45,20
1811,10,17,39,42,59,3
1812,11,38,44,48,70,17
1813,5,8,10,17,48,23
1814,14,22,30,37,60,8
1815,4,12,14,35,70,2
1816,18,58,60,65,67,20
1817,5,11,14,23,25,10
1818,16,24,25,52,60,6
1819,4,9,17,27,39,22
1820,9,20,36,41,54,22
1821,2,9,24,49,54,19
1822,3,4,10,39,58,14
1823,19,30,44,56,65,24
1824,12,19,34,35,68,20
1825,22,43,44,47,66,22
1826,7,12,17,49,53,24
1827,8,27,29,38,43,13
1828,6,8,31,50,65,9
1829,23,43,60,63,69,19
1830,20,31,40,46,61,20
1831,18,31,46,54,61,25
1832,17,21,29,39,56,22
1833,22,30,53,55,56,16
1834,3,20,23,35,60,16
1835,27,37,48,63,66,11
1836,17,34,40,63,64,24
1837,30,44,49,53,56,11
1838,37,41,42,53,63,16
1839,25,40,41,52,56,21
1840,17,27,49,51,66,2
1841,9,11,13,31,47,11
1842,3,25,30,54,70,9
1843,16,18,29,31,37,8
1844,3,4,18,23,38,24
1845,17,36,47,51,62,21
1846,28,31,33,57,62,19
1847,32,48,50,51,64,10
1848,9,14,27,36,52,4
1849,4,6,32,52,64,6
1850,10,32,48,54,55,18
1851,6,12,39,61,70,4
1852,4,7,13,16,60,6
1853,2,9,43,49,63,15
1854,2,3,14,41,64,17
1855,8,12,33,56,64,2
1856,15,48,56,58,70,4
1857,6,17,48,54,69,12
1858,7,22,37,43,44,22
1859,20,27,28,58,59,25
1860,34,35,41,45,54,5
1861,2,8,16,18,31,14
1862,3,25,28,50,60,1
1863,8,17,51,57,70,2
1864,24,38,44,57,58,17
1865,25,33,43,51,68,20
1866,2,11,21,57,60,13
1867,29,47,65,69,70,7
1868,13,35,39,46,55,14
1869,13,15,24,67,70,17
1870,1,27,32,60,67,18
1871,13,19,53,54,63,17
1872,28,30,31,35,66,14
1873,7,13,17,21,45,14
1874,5,20,22,61,70,4
1875,7,16,27,44,52,5
1876,11,17,32,33,46,25
1877,8,19,25,36,66,9
1878,8,10,20,44,46,18
1879,34,52,58,59,62,4
1880,10,13,32,41,51,3
1881,9,20,23,26,29,8
1882,32,35,37,47,55,22
1883,1,5,9,10,23,22
1884,9,14,57,67,70,2
1885,21,23,33,35,42,6
1886,11,34,36,52,66,7
1887,6,20,37,40,48,15
1888,19,33,37,56,57,6
1889,9,16,29,37,53,11
1890,20,40,44,45,50,24
1891,16,20,25,30,43,18
1892,10,15,20,49,53,22
1893,6,26,55,56,64,22
1894,12,13,21,46,57,21
1895,14,25,26,41,43,15
1896,8,33,39,54,58,17
1897,17,20,27,31,34,19
1898,12,35,46,48,69,23
1899,2,22,30,42,62,20
1900,4,44,53,64,70,3
1901,8,22,29,43,56,9
1902,3,24,29,42,47,13
1903,4,18,26,27,58,23
1904,11,15,31,42,63,14
1905,8,10,15,17,57,12
1906,3,9,50,53,64,1
1907,15,25,26,38,47,22
1908,19,22,24,28,53,25
1909,7,10,15,31,57,21
1910,3,15,42,48,56,13
1911,25,28,38,59,62,22
1912,26,29,41,52,64,11
1913,36,43,44,55,68,12
1914,20,36,37,48,67,16
